Target Distance: 1233, Step Size: 12
4828: (x,y) = (-730.759, 571.911)
4829: (x,y) = (-719.632, 567.416)
4830: (x,y) = (-715.725, 556.07)
4831: (x,y) = (-722.608, 546.24)
4832: (x,y) = (-728.426, 535.744)
4833: (x,y) = (-740.278, 533.867)
4834: (x,y) = (-729.783, 528.049)
4835: (x,y) = (-738.268, 536.535)
4836: (x,y) = (-734.361, 547.881)
4837: (x,y) = (-722.369, 548.3)
4838: (x,y) = (-734.106, 545.805)
4839: (x,y) = (-746.105, 546.014)
4840: (x,y) = (-758.075, 546.851)
4841: (x,y) = (-763.336, 536.066)
4842: (x,y) = (-773.044, 529.012)
4843: (x,y) = (-763.718, 536.564)
4844: (x,y) = (-755.846, 527.508)
4845: (x,y) = (-758.341, 539.245)
4846: (x,y) = (-748.511, 546.128)
4847: (x,y) = (-754.87, 556.305)
4848: (x,y) = (-745.544, 563.857)
4849: (x,y) = (-733.852, 566.556)
4850: (x,y) = (-723.566, 572.737)
4851: (x,y) = (-712.363, 577.037)
4852: (x,y) = (-704.811, 586.363)
4853: (x,y) = (-714.759, 593.073)
4854: (x,y) = (-709.499, 603.859)
4855: (x,y) = (-715.679, 614.145)
4856: (x,y) = (-721.679, 603.752)
4857: (x,y) = (-709.987, 606.452)
4858: (x,y) = (-716.167, 596.166)
4859: (x,y) = (-716.795, 584.182)
4860: (x,y) = (-710.085, 574.234)
4861: (x,y) = (-719.793, 567.18)
4862: (x,y) = (-727.345, 557.855)
4863: (x,y) = (-725.055, 569.634)
4864: (x,y) = (-726.31, 557.7)
4865: (x,y) = (-724.847, 569.61)
4866: (x,y) = (-714.155, 575.058)
4867: (x,y) = (-726.038, 576.728)
4868: (x,y) = (-715.346, 571.28)
4869: (x,y) = (-715.974, 559.297)
4870: (x,y) = (-716.184, 571.295)
4871: (x,y) = (-724.96, 563.111)
4872: (x,y) = (-729.064, 551.835)
4873: (x,y) = (-719.738, 544.283)
4874: (x,y) = (-715.832, 532.937)
4875: (x,y) = (-704.786, 528.248)
4876: (x,y) = (-706.869, 540.066)
4877: (x,y) = (-718.607, 542.561)
4878: (x,y) = (-727.092, 551.046)
4879: (x,y) = (-733.628, 540.982)
4880: (x,y) = (-737.732, 529.706)
4881: (x,y) = (-749.079, 525.799)
4882: (x,y) = (-760.962, 527.469)
4883: (x,y) = (-772.96, 527.259)
4884: (x,y) = (-779.14, 516.973)
4885: (x,y) = (-767.605, 520.281)
4886: (x,y) = (-771.906, 531.484)
4887: (x,y) = (-760.168, 533.979)
4888: (x,y) = (-752.946, 524.395)
4889: (x,y) = (-755.646, 536.088)
4890: (x,y) = (-743.828, 538.171)
4891: (x,y) = (-750.187, 548.348)
4892: (x,y) = (-746.678, 559.824)
4893: (x,y) = (-744.389, 571.603)
4894: (x,y) = (-737.335, 561.895)
4895: (x,y) = (-737.545, 573.893)
4896: (x,y) = (-740.04, 562.155)
4897: (x,y) = (-728.913, 557.66)
4898: (x,y) = (-728.913, 545.66)
4899: (x,y) = (-739.409, 539.842)
4900: (x,y) = (-727.933, 543.351)
4901: (x,y) = (-722.673, 532.565)
4902: (x,y) = (-729.895, 542.149)
4903: (x,y) = (-740.181, 535.969)
4904: (x,y) = (-751.457, 540.073)
4905: (x,y) = (-753.127, 551.956)
4906: (x,y) = (-746.244, 561.786)
4907: (x,y) = (-743.749, 573.524)
4908: (x,y) = (-753.075, 565.972)
4909: (x,y) = (-760.128, 575.68)
4910: (x,y) = (-750.42, 582.733)
4911: (x,y) = (-739.074, 586.64)
4912: (x,y) = (-729.49, 579.418)
4913: (x,y) = (-717.498, 579)
4914: (x,y) = (-705.587, 580.462)
4915: (x,y) = (-694.541, 575.773)
4916: (x,y) = (-684.255, 581.954)
4917: (x,y) = (-694.431, 588.313)
4918: (x,y) = (-683.469, 583.432)
4919: (x,y) = (-671.776, 586.131)
4920: (x,y) = (-681.725, 579.421)
4921: (x,y) = (-693.071, 583.328)
4922: (x,y) = (-698.143, 572.452)
4923: (x,y) = (-689.086, 564.579)
4924: (x,y) = (-693.386, 575.782)
4925: (x,y) = (-681.911, 572.274)
4926: (x,y) = (-693.502, 569.168)
4927: (x,y) = (-681.858, 572.071)
4928: (x,y) = (-690.915, 564.198)
4929: (x,y) = (-702.825, 562.736)
4930: (x,y) = (-690.855, 563.573)
4931: (x,y) = (-682.671, 572.349)
4932: (x,y) = (-672.175, 578.167)
4933: (x,y) = (-683.378, 582.467)
4934: (x,y) = (-676.495, 572.638)
4935: (x,y) = (-670.136, 582.814)
4936: (x,y) = (-665.255, 593.777)
4937: (x,y) = (-658.202, 603.485)
4938: (x,y) = (-669.846, 600.582)
4939: (x,y) = (-664.028, 611.077)
4940: (x,y) = (-661.328, 599.385)
4941: (x,y) = (-649.394, 598.131)
4942: (x,y) = (-642.172, 588.547)
4943: (x,y) = (-654.083, 590.009)
4944: (x,y) = (-665.559, 593.518)
4945: (x,y) = (-661.454, 582.242)
4946: (x,y) = (-650.408, 577.553)
4947: (x,y) = (-652.078, 589.436)
4948: (x,y) = (-663.425, 593.343)
4949: (x,y) = (-655.395, 602.261)
4950: (x,y) = (-643.461, 603.515)
4951: (x,y) = (-646.969, 614.991)
4952: (x,y) = (-651.27, 603.788)
4953: (x,y) = (-640.067, 599.487)
4954: (x,y) = (-631.01, 607.36)
4955: (x,y) = (-639.346, 598.728)
4956: (x,y) = (-629.516, 605.611)
4957: (x,y) = (-630.979, 593.7)
4958: (x,y) = (-628.484, 581.962)
4959: (x,y) = (-631.59, 593.553)
4960: (x,y) = (-619.655, 592.299)
4961: (x,y) = (-609.263, 598.299)
4962: (x,y) = (-615.973, 608.248)
4963: (x,y) = (-627.973, 608.248)
4964: (x,y) = (-636.605, 599.912)
4965: (x,y) = (-645.091, 591.426)
4966: (x,y) = (-656.974, 589.756)
4967: (x,y) = (-668.177, 585.456)
4968: (x,y) = (-656.642, 588.764)
4969: (x,y) = (-644.731, 590.226)
4970: (x,y) = (-633.855, 595.297)
4971: (x,y) = (-623.463, 601.297)
4972: (x,y) = (-620.56, 589.654)
4973: (x,y) = (-612.847, 598.846)
4974: (x,y) = (-602.251, 604.48)
4975: (x,y) = (-613.664, 608.188)
4976: (x,y) = (-618.159, 597.062)
4977: (x,y) = (-618.369, 585.064)
4978: (x,y) = (-607.976, 579.064)
4979: (x,y) = (-615.198, 588.648)
4980: (x,y) = (-606.28, 580.618)
4981: (x,y) = (-618.215, 579.364)
4982: (x,y) = (-622.515, 590.567)
4983: (x,y) = (-626.619, 601.843)
4984: (x,y) = (-638.503, 600.173)
4985: (x,y) = (-649.465, 605.054)
4986: (x,y) = (-643.831, 615.649)
4987: (x,y) = (-638.014, 605.154)
4988: (x,y) = (-646.198, 596.377)
4989: (x,y) = (-642.689, 607.853)
4990: (x,y) = (-651.025, 616.485)
4991: (x,y) = (-651.025, 628.485)
4992: (x,y) = (-640.739, 622.305)
4993: (x,y) = (-629.613, 617.809)
4994: (x,y) = (-641.392, 615.52)
4995: (x,y) = (-630.046, 619.426)
4996: (x,y) = (-636.405, 629.603)
4997: (x,y) = (-624.762, 632.506)
4998: (x,y) = (-616.426, 641.138)
4999: (x,y) = (-628.418, 641.557)
5000: (x,y) = (-635.472, 631.849)
5001: (x,y) = (-643.656, 623.073)
5002: (x,y) = (-645.74, 634.89)
5003: (x,y) = (-639.381, 645.067)
5004: (x,y) = (-644.261, 634.104)
5005: (x,y) = (-648.366, 645.381)
5006: (x,y) = (-636.722, 648.284)
5007: (x,y) = (-629.669, 638.575)
5008: (x,y) = (-639.955, 632.395)
5009: (x,y) = (-641.625, 620.512)
5010: (x,y) = (-631.339, 614.331)
5011: (x,y) = (-619.456, 616.001)
5012: (x,y) = (-625.636, 605.715)
5013: (x,y) = (-634.829, 598.002)
5014: (x,y) = (-645.005, 604.361)
5015: (x,y) = (-633.012, 603.942)
5016: (x,y) = (-621.102, 605.405)
5017: (x,y) = (-621.311, 593.406)
5018: (x,y) = (-609.899, 597.115)
5019: (x,y) = (-616.782, 587.285)
5020: (x,y) = (-604.929, 589.162)
5021: (x,y) = (-610.377, 578.47)
5022: (x,y) = (-598.494, 580.14)
5023: (x,y) = (-610.085, 577.034)
5024: (x,y) = (-605.396, 588.08)
5025: (x,y) = (-612.618, 578.497)
5026: (x,y) = (-616.326, 567.084)
5027: (x,y) = (-607.27, 574.957)
5028: (x,y) = (-595.924, 578.863)
5029: (x,y) = (-585.428, 584.681)
5030: (x,y) = (-578.545, 594.511)
5031: (x,y) = (-568.837, 601.564)
5032: (x,y) = (-570.091, 613.499)
5033: (x,y) = (-558.399, 610.799)
5034: (x,y) = (-546.445, 611.845)
5035: (x,y) = (-556.274, 604.962)
5036: (x,y) = (-562.092, 594.467)
5037: (x,y) = (-564.995, 582.823)
5038: (x,y) = (-559.362, 572.228)
5039: (x,y) = (-551.026, 580.86)
5040: (x,y) = (-557.561, 570.796)
5041: (x,y) = (-547.853, 563.742)
5042: (x,y) = (-547.016, 575.713)
5043: (x,y) = (-537.56, 583.101)
5044: (x,y) = (-526.774, 588.362)
5045: (x,y) = (-522.279, 599.488)
5046: (x,y) = (-521.025, 587.554)
5047: (x,y) = (-521.444, 575.561)
5048: (x,y) = (-518.949, 563.823)
5049: (x,y) = (-507.131, 561.739)
5050: (x,y) = (-508.385, 573.674)
5051: (x,y) = (-513.074, 584.72)
5052: (x,y) = (-525.072, 584.929)
5053: (x,y) = (-527.567, 596.667)
5054: (x,y) = (-530.267, 608.359)
5055: (x,y) = (-536.977, 618.308)
5056: (x,y) = (-529.923, 628.016)
5057: (x,y) = (-519.637, 621.835)
5058: (x,y) = (-528.83, 629.549)
5059: (x,y) = (-516.947, 627.879)
5060: (x,y) = (-527.233, 621.698)
5061: (x,y) = (-518.04, 613.985)
5062: (x,y) = (-506.157, 612.315)
5063: (x,y) = (-494.246, 613.777)
5064: (x,y) = (-493.409, 601.807)
5065: (x,y) = (-491.12, 613.586)
5066: (x,y) = (-502.899, 615.876)
5067: (x,y) = (-514.176, 611.772)
5068: (x,y) = (-502.483, 614.471)
5069: (x,y) = (-503.32, 626.442)
5070: (x,y) = (-514.523, 630.742)
5071: (x,y) = (-507.301, 640.326)
5072: (x,y) = (-495.331, 641.163)
5073: (x,y) = (-505.039, 634.109)
5074: (x,y) = (-516.949, 632.647)
5075: (x,y) = (-524.337, 642.103)
5076: (x,y) = (-535.54, 637.803)
5077: (x,y) = (-534.494, 625.848)
5078: (x,y) = (-540.494, 615.456)
5079: (x,y) = (-551.697, 619.756)
5080: (x,y) = (-541.005, 614.309)
5081: (x,y) = (-550.589, 621.53)
5082: (x,y) = (-556.948, 611.354)
5083: (x,y) = (-547.118, 604.471)
5084: (x,y) = (-556.175, 612.344)
5085: (x,y) = (-555.338, 600.373)
5086: (x,y) = (-567.221, 598.703)
5087: (x,y) = (-565.758, 610.613)
5088: (x,y) = (-571.019, 599.828)
5089: (x,y) = (-569.973, 587.873)
5090: (x,y) = (-578.458, 596.359)
5091: (x,y) = (-569.402, 588.486)
5092: (x,y) = (-557.758, 585.583)
5093: (x,y) = (-561.665, 596.929)
5094: (x,y) = (-556.217, 586.237)
5095: (x,y) = (-564.247, 595.155)
5096: (x,y) = (-575.523, 591.051)
5097: (x,y) = (-573.646, 579.198)
5098: (x,y) = (-568.957, 590.244)
5099: (x,y) = (-562.598, 600.421)
5100: (x,y) = (-553.68, 608.45)
5101: (x,y) = (-563.136, 601.063)
5102: (x,y) = (-568.208, 590.187)
5103: (x,y) = (-567.789, 602.18)
5104: (x,y) = (-577.737, 608.89)
5105: (x,y) = (-589.15, 612.598)
5106: (x,y) = (-584.461, 601.552)
5107: (x,y) = (-595.874, 597.844)
5108: (x,y) = (-604.21, 589.212)
5109: (x,y) = (-616.181, 590.049)
5110: (x,y) = (-618.88, 601.741)
5111: (x,y) = (-628.588, 608.795)
5112: (x,y) = (-626.711, 620.647)
5113: (x,y) = (-637.987, 616.543)
5114: (x,y) = (-649.986, 616.333)
5115: (x,y) = (-659.694, 609.28)
5116: (x,y) = (-649.408, 615.46)
5117: (x,y) = (-656.96, 606.135)
5118: (x,y) = (-645.484, 602.626)
5119: (x,y) = (-648.792, 614.161)
5120: (x,y) = (-653.863, 625.037)
5121: (x,y) = (-661.085, 634.621)
5122: (x,y) = (-653.697, 625.164)
5123: (x,y) = (-643.411, 631.345)
5124: (x,y) = (-639.703, 642.758)
5125: (x,y) = (-629.873, 635.875)
5126: (x,y) = (-630.919, 623.92)
5127: (x,y) = (-635.023, 612.644)
5128: (x,y) = (-635.651, 600.66)
5129: (x,y) = (-635.651, 612.66)
5130: (x,y) = (-624.775, 617.732)
5131: (x,y) = (-636.759, 617.104)
5132: (x,y) = (-645.391, 625.44)
5133: (x,y) = (-637.677, 634.632)
5134: (x,y) = (-630.624, 644.34)
5135: (x,y) = (-627.925, 656.033)
5136: (x,y) = (-620.703, 665.617)
5137: (x,y) = (-617.395, 677.152)
5138: (x,y) = (-627.891, 682.969)
5139: (x,y) = (-636.667, 691.153)
5140: (x,y) = (-627.61, 683.281)
5141: (x,y) = (-633.058, 693.973)
5142: (x,y) = (-644.184, 689.477)
5143: (x,y) = (-655.23, 694.166)
5144: (x,y) = (-643.26, 695.003)
5145: (x,y) = (-635.23, 703.921)
5146: (x,y) = (-637.314, 715.739)
5147: (x,y) = (-648.66, 719.646)
5148: (x,y) = (-640.787, 728.702)
5149: (x,y) = (-634.787, 739.094)
5150: (x,y) = (-640.968, 728.808)
5151: (x,y) = (-630.092, 733.88)
5152: (x,y) = (-625.792, 745.083)
5153: (x,y) = (-616.084, 752.136)
5154: (x,y) = (-622.619, 762.2)
5155: (x,y) = (-620.949, 750.317)
5156: (x,y) = (-632.54, 753.423)
5157: (x,y) = (-621.005, 750.115)
5158: (x,y) = (-628.393, 740.659)
5159: (x,y) = (-617.608, 745.92)
5160: (x,y) = (-607.322, 739.739)
5161: (x,y) = (-619.314, 740.158)
5162: (x,y) = (-624.386, 751.034)
5163: (x,y) = (-630.745, 740.857)
5164: (x,y) = (-640.328, 748.079)
5165: (x,y) = (-629.453, 743.007)
5166: (x,y) = (-639.161, 750.061)
5167: (x,y) = (-647.497, 758.693)
5168: (x,y) = (-640.614, 768.523)
5169: (x,y) = (-629.738, 763.451)
5170: (x,y) = (-618.612, 767.947)
5171: (x,y) = (-630.583, 767.109)
5172: (x,y) = (-618.992, 770.215)
5173: (x,y) = (-609.799, 762.502)
5174: (x,y) = (-615.979, 772.788)
5175: (x,y) = (-612.271, 761.375)
5176: (x,y) = (-608.364, 772.721)
5177: (x,y) = (-599.172, 780.435)
5178: (x,y) = (-587.896, 776.331)
5179: (x,y) = (-599.866, 777.168)
5180: (x,y) = (-589.69, 783.527)
5181: (x,y) = (-589.69, 795.527)
5182: (x,y) = (-600.565, 790.455)
5183: (x,y) = (-610.514, 783.745)
5184: (x,y) = (-598.514, 783.745)
5185: (x,y) = (-605.224, 773.796)
5186: (x,y) = (-610.296, 762.921)
5187: (x,y) = (-600.84, 770.309)
5188: (x,y) = (-588.987, 772.186)
5189: (x,y) = (-600.113, 776.681)
5190: (x,y) = (-603.017, 788.325)
5191: (x,y) = (-591.373, 785.422)
5192: (x,y) = (-596.633, 796.207)
5193: (x,y) = (-606.697, 789.672)
5194: (x,y) = (-618.632, 788.417)
5195: (x,y) = (-624.812, 778.131)
5196: (x,y) = (-621.304, 766.656)
5197: (x,y) = (-617.596, 755.243)
5198: (x,y) = (-621.502, 743.897)
5199: (x,y) = (-632.915, 747.605)
5200: (x,y) = (-623.859, 739.732)
5201: (x,y) = (-618.041, 729.237)
5202: (x,y) = (-618.25, 717.239)
5203: (x,y) = (-626.434, 708.462)
5204: (x,y) = (-616.978, 701.074)
5205: (x,y) = (-628.622, 698.171)
5206: (x,y) = (-632.13, 709.647)
5207: (x,y) = (-633.593, 721.558)
5208: (x,y) = (-640.128, 731.622)
5209: (x,y) = (-646.128, 721.229)
5210: (x,y) = (-646.547, 709.237)
5211: (x,y) = (-646.756, 697.238)
5212: (x,y) = (-652.204, 686.546)
5213: (x,y) = (-662.597, 680.546)
5214: (x,y) = (-672.305, 687.6)
5215: (x,y) = (-678.84, 697.664)
5216: (x,y) = (-666.906, 698.918)
5217: (x,y) = (-659.354, 689.592)
5218: (x,y) = (-650.437, 697.622)
5219: (x,y) = (-648.147, 709.401)
5220: (x,y) = (-645.448, 721.094)
5221: (x,y) = (-636.122, 728.646)
5222: (x,y) = (-635.494, 740.629)
5223: (x,y) = (-642.204, 750.578)
5224: (x,y) = (-638.1, 739.301)
5225: (x,y) = (-636.845, 727.367)
5226: (x,y) = (-646.794, 720.657)
5227: (x,y) = (-658.704, 719.194)
5228: (x,y) = (-664.885, 729.48)
5229: (x,y) = (-664.257, 741.464)
5230: (x,y) = (-665.511, 753.398)
5231: (x,y) = (-671.145, 742.803)
5232: (x,y) = (-683.028, 744.473)
5233: (x,y) = (-692.221, 752.186)
5234: (x,y) = (-683.885, 743.554)
5235: (x,y) = (-690.42, 753.618)
5236: (x,y) = (-696.238, 764.114)
5237: (x,y) = (-705.295, 771.987)
5238: (x,y) = (-694.332, 767.106)
5239: (x,y) = (-682.398, 768.36)
5240: (x,y) = (-693.811, 764.652)
5241: (x,y) = (-688.55, 775.437)
5242: (x,y) = (-685.851, 787.13)
5243: (x,y) = (-683.973, 798.982)
5244: (x,y) = (-689.234, 788.197)
5245: (x,y) = (-701.188, 787.151)
5246: (x,y) = (-699.104, 775.333)
5247: (x,y) = (-698.476, 787.317)
5248: (x,y) = (-692.843, 797.912)
5249: (x,y) = (-692.424, 785.919)
5250: (x,y) = (-687.353, 796.795)
5251: (x,y) = (-685.269, 808.613)
5252: (x,y) = (-696.472, 812.913)
5253: (x,y) = (-705.389, 820.943)
5254: (x,y) = (-693.61, 818.653)
5255: (x,y) = (-696.513, 807.009)
5256: (x,y) = (-698.39, 795.157)
5257: (x,y) = (-709.736, 791.25)
5258: (x,y) = (-708.066, 779.367)
5259: (x,y) = (-702.995, 790.243)
5260: (x,y) = (-695.773, 780.659)
5261: (x,y) = (-707.417, 777.756)
5262: (x,y) = (-699.081, 786.388)
5263: (x,y) = (-702.589, 774.912)
5264: (x,y) = (-709.977, 765.456)
5265: (x,y) = (-711.854, 777.309)
5266: (x,y) = (-704.633, 786.892)
5267: (x,y) = (-702.138, 798.63)
5268: (x,y) = (-708.138, 809.022)
5269: (x,y) = (-705.032, 820.613)
5270: (x,y) = (-714.488, 813.225)
5271: (x,y) = (-713.86, 801.242)
5272: (x,y) = (-725.504, 798.339)
5273: (x,y) = (-725.085, 810.332)
5274: (x,y) = (-730.718, 820.927)
5275: (x,y) = (-722.086, 812.591)
5276: (x,y) = (-710.152, 811.337)
5277: (x,y) = (-705.271, 822.299)
5278: (x,y) = (-697.087, 831.075)
5279: (x,y) = (-697.715, 819.092)
5280: (x,y) = (-686.18, 815.784)
5281: (x,y) = (-692.716, 805.72)
5282: (x,y) = (-693.344, 793.737)
5283: (x,y) = (-688.272, 804.612)
5284: (x,y) = (-691.175, 816.256)
5285: (x,y) = (-702.452, 820.36)
5286: (x,y) = (-704.741, 808.581)
5287: (x,y) = (-695.033, 801.527)
5288: (x,y) = (-688.853, 811.813)
5289: (x,y) = (-695.388, 801.749)
5290: (x,y) = (-699.295, 790.403)
5291: (x,y) = (-708.751, 783.015)
5292: (x,y) = (-708.123, 794.999)
5293: (x,y) = (-717.58, 787.611)
5294: (x,y) = (-708.254, 795.162)
5295: (x,y) = (-712.161, 783.816)
5296: (x,y) = (-721.617, 776.428)
5297: (x,y) = (-730.249, 784.764)
5298: (x,y) = (-739.025, 776.58)
5299: (x,y) = (-732.489, 766.516)
5300: (x,y) = (-720.519, 765.679)
5301: (x,y) = (-732.453, 764.425)
5302: (x,y) = (-744.271, 762.341)
5303: (x,y) = (-753.727, 754.953)
5304: (x,y) = (-762.644, 746.923)
5305: (x,y) = (-767.333, 735.877)
5306: (x,y) = (-774.721, 745.334)
5307: (x,y) = (-783.914, 737.62)
5308: (x,y) = (-794.789, 732.549)
5309: (x,y) = (-804.966, 738.908)
5310: (x,y) = (-805.594, 726.924)
5311: (x,y) = (-807.264, 715.041)
5312: (x,y) = (-817.441, 721.4)
5313: (x,y) = (-806.164, 725.504)
5314: (x,y) = (-794.573, 728.61)
5315: (x,y) = (-788.214, 738.787)
5316: (x,y) = (-795.766, 748.112)
5317: (x,y) = (-787.893, 757.169)
5318: (x,y) = (-796.525, 748.833)
5319: (x,y) = (-804.239, 758.025)
5320: (x,y) = (-810.598, 747.849)
5321: (x,y) = (-798.715, 749.519)
5322: (x,y) = (-802.423, 760.932)
5323: (x,y) = (-807.683, 750.146)
5324: (x,y) = (-817.969, 743.966)
5325: (x,y) = (-811.086, 753.796)
5326: (x,y) = (-799.551, 750.488)
5327: (x,y) = (-804.999, 761.18)
5328: (x,y) = (-808.307, 772.715)
5329: (x,y) = (-804.203, 761.439)
5330: (x,y) = (-805.457, 749.505)
5331: (x,y) = (-807.747, 737.725)
5332: (x,y) = (-819.222, 741.233)
5333: (x,y) = (-830.568, 737.327)
5334: (x,y) = (-830.359, 725.328)
5335: (x,y) = (-826.452, 736.675)
5336: (x,y) = (-832.27, 726.179)
5337: (x,y) = (-843.616, 722.272)
5338: (x,y) = (-833.121, 716.455)
5339: (x,y) = (-839.656, 726.519)
5340: (x,y) = (-851.567, 727.981)
5341: (x,y) = (-854.875, 716.446)
5342: (x,y) = (-853.62, 704.512)
5343: (x,y) = (-864.897, 700.408)
5344: (x,y) = (-864.897, 712.408)
5345: (x,y) = (-871.607, 702.459)
5346: (x,y) = (-874.915, 690.924)
5347: (x,y) = (-867.527, 700.38)
5348: (x,y) = (-874.915, 709.836)
5349: (x,y) = (-863.712, 714.137)
5350: (x,y) = (-870.071, 703.96)
5351: (x,y) = (-859.785, 697.78)
5352: (x,y) = (-871.376, 700.885)
5353: (x,y) = (-868.068, 689.35)
5354: (x,y) = (-859.732, 680.718)
5355: (x,y) = (-864.421, 691.764)
5356: (x,y) = (-853.375, 687.075)
5357: (x,y) = (-863.87, 681.258)
5358: (x,y) = (-860.764, 692.849)
5359: (x,y) = (-869.25, 684.364)
5360: (x,y) = (-862.539, 694.312)
5361: (x,y) = (-852.956, 687.09)
5362: (x,y) = (-850.666, 698.87)
5363: (x,y) = (-858.696, 707.788)
5364: (x,y) = (-846.712, 707.159)
5365: (x,y) = (-848.589, 719.012)
5366: (x,y) = (-839.672, 727.041)
5367: (x,y) = (-849.128, 719.653)
5368: (x,y) = (-846.428, 731.346)
5369: (x,y) = (-838.092, 739.978)
5370: (x,y) = (-826.275, 737.894)
5371: (x,y) = (-816.098, 731.535)
5372: (x,y) = (-805.706, 725.535)
5373: (x,y) = (-813.258, 734.861)
5374: (x,y) = (-807.077, 745.147)
5375: (x,y) = (-795.665, 748.855)
5376: (x,y) = (-798.16, 737.117)
5377: (x,y) = (-809.286, 741.613)
5378: (x,y) = (-818.994, 734.559)
5379: (x,y) = (-810.509, 743.044)
5380: (x,y) = (-800.223, 749.225)
5381: (x,y) = (-811.758, 745.917)
5382: (x,y) = (-818.811, 736.209)
5383: (x,y) = (-809.355, 728.821)
5384: (x,y) = (-816.743, 738.277)
5385: (x,y) = (-822.743, 748.67)
5386: (x,y) = (-811.005, 751.164)
5387: (x,y) = (-817.005, 761.557)
5388: (x,y) = (-828.351, 757.65)
5389: (x,y) = (-816.351, 757.65)
5390: (x,y) = (-817.606, 769.584)
5391: (x,y) = (-812.725, 780.547)
5392: (x,y) = (-814.809, 792.364)
5393: (x,y) = (-812.932, 804.217)
5394: (x,y) = (-807.114, 814.712)
5395: (x,y) = (-806.904, 826.71)
5396: (x,y) = (-794.95, 825.664)
5397: (x,y) = (-800.584, 836.26)
5398: (x,y) = (-811.369, 841.52)
5399: (x,y) = (-820.287, 849.55)
5400: (x,y) = (-826.467, 859.836)
5401: (x,y) = (-818.916, 850.51)
5402: (x,y) = (-814.811, 839.234)
5403: (x,y) = (-807.259, 848.56)
5404: (x,y) = (-797.551, 855.613)
5405: (x,y) = (-802.999, 866.305)
5406: (x,y) = (-802.58, 854.312)
5407: (x,y) = (-814.515, 853.058)
5408: (x,y) = (-818.223, 841.645)
5409: (x,y) = (-829.269, 836.957)
5410: (x,y) = (-817.298, 837.794)
5411: (x,y) = (-805.763, 841.101)
5412: (x,y) = (-817.761, 840.892)
5413: (x,y) = (-826.818, 833.019)
5414: (x,y) = (-824.323, 844.757)
5415: (x,y) = (-813.046, 848.861)
5416: (x,y) = (-817.927, 837.899)
5417: (x,y) = (-817.09, 849.869)
5418: (x,y) = (-814.391, 838.177)
5419: (x,y) = (-825.517, 833.682)
5420: (x,y) = (-826.979, 821.771)
5421: (x,y) = (-827.189, 833.769)
5422: (x,y) = (-835.674, 842.255)
5423: (x,y) = (-823.982, 844.954)
5424: (x,y) = (-826.477, 856.692)
5425: (x,y) = (-838.329, 854.815)
5426: (x,y) = (-826.511, 856.898)
5427: (x,y) = (-825.674, 844.928)
5428: (x,y) = (-817.189, 836.442)
5429: (x,y) = (-810.479, 846.391)
5430: (x,y) = (-806.178, 857.594)
5431: (x,y) = (-816.773, 851.96)
5432: (x,y) = (-818.651, 840.108)
5433: (x,y) = (-830.503, 841.985)
5434: (x,y) = (-821.047, 849.373)
5435: (x,y) = (-813.495, 840.047)
5436: (x,y) = (-823.672, 846.406)
5437: (x,y) = (-828.552, 857.369)
5438: (x,y) = (-825.245, 868.904)
5439: (x,y) = (-829.349, 857.628)
5440: (x,y) = (-837.981, 849.292)
5441: (x,y) = (-845.533, 858.617)
5442: (x,y) = (-855.819, 852.437)
5443: (x,y) = (-850.185, 841.842)
5444: (x,y) = (-861.311, 837.346)
5445: (x,y) = (-849.313, 837.556)
5446: (x,y) = (-840.977, 828.924)
5447: (x,y) = (-845.666, 817.878)
5448: (x,y) = (-857.65, 818.506)
5449: (x,y) = (-863.467, 829.001)
5450: (x,y) = (-873.963, 834.819)
5451: (x,y) = (-872.293, 822.936)
5452: (x,y) = (-865.582, 812.987)
5453: (x,y) = (-855.999, 805.765)
5454: (x,y) = (-865.947, 799.055)
5455: (x,y) = (-872.658, 789.107)
5456: (x,y) = (-884.35, 791.806)
5457: (x,y) = (-879.279, 780.93)
5458: (x,y) = (-890.241, 776.049)
5459: (x,y) = (-896.241, 786.442)
5460: (x,y) = (-892.137, 797.718)
5461: (x,y) = (-886.689, 787.026)
5462: (x,y) = (-878.204, 778.541)
5463: (x,y) = (-885.087, 768.711)
5464: (x,y) = (-892.308, 759.127)
5465: (x,y) = (-883.973, 750.495)
5466: (x,y) = (-878.155, 740)
5467: (x,y) = (-873.466, 728.954)
5468: (x,y) = (-876.369, 740.597)
5469: (x,y) = (-879.272, 728.954)
5470: (x,y) = (-867.28, 729.372)
5471: (x,y) = (-861.646, 718.777)
5472: (x,y) = (-872.431, 713.517)
5473: (x,y) = (-884.402, 714.354)
5474: (x,y) = (-881.499, 725.997)
5475: (x,y) = (-888.382, 735.827)
5476: (x,y) = (-896.566, 744.603)
5477: (x,y) = (-894.482, 756.421)
5478: (x,y) = (-883.07, 752.713)
5479: (x,y) = (-894.953, 751.043)
5480: (x,y) = (-899.448, 762.169)
5481: (x,y) = (-907.321, 753.112)
5482: (x,y) = (-914.873, 743.787)
5483: (x,y) = (-916.956, 731.969)
5484: (x,y) = (-926.905, 738.679)
5485: (x,y) = (-921.644, 749.465)
5486: (x,y) = (-913.615, 740.547)
5487: (x,y) = (-901.971, 743.45)
5488: (x,y) = (-908.507, 733.386)
5489: (x,y) = (-911.002, 745.124)
5490: (x,y) = (-899.589, 741.416)
5491: (x,y) = (-905.948, 751.592)
5492: (x,y) = (-916.125, 745.233)
5493: (x,y) = (-910.864, 756.019)
