Target Distance: 123, Step Size: 21
4460: (x,y) = (2431.35, 8015.87)
4461: (x,y) = (2554.28, 8020.16)
4462: (x,y) = (2619.46, 7915.85)
4463: (x,y) = (2675.3, 7806.26)
4464: (x,y) = (2593, 7897.67)
4465: (x,y) = (2480.63, 7847.64)
4466: (x,y) = (2545.81, 7951.95)
4467: (x,y) = (2543.66, 7828.97)
4468: (x,y) = (2461.36, 7737.56)
4469: (x,y) = (2551.32, 7821.45)
4470: (x,y) = (2570.56, 7942.93)
4471: (x,y) = (2453.58, 7904.92)
4472: (x,y) = (2417.62, 8022.55)
4473: (x,y) = (2297.31, 7996.97)
4474: (x,y) = (2385.78, 8082.42)
4475: (x,y) = (2320.6, 7978.11)
4476: (x,y) = (2276.52, 7863.28)
4477: (x,y) = (2213.18, 7968.71)
4478: (x,y) = (2153.54, 7861.13)
4479: (x,y) = (2257.85, 7795.95)
4480: (x,y) = (2260, 7918.93)
4481: (x,y) = (2177.7, 8010.34)
4482: (x,y) = (2294, 7970.29)
4483: (x,y) = (2204.04, 7886.41)
4484: (x,y) = (2133.49, 7987.16)
4485: (x,y) = (2015.86, 7951.2)
4486: (x,y) = (1912.71, 8018.19)
4487: (x,y) = (1790.01, 8009.61)
4488: (x,y) = (1681.4, 8067.36)
4489: (x,y) = (1595.96, 7978.88)
4490: (x,y) = (1623.63, 7859.03)
4491: (x,y) = (1509.59, 7812.95)
4492: (x,y) = (1539.34, 7932.3)
4493: (x,y) = (1417.54, 7949.42)
4494: (x,y) = (1529.02, 7897.44)
4495: (x,y) = (1434.79, 7818.37)
4496: (x,y) = (1535.55, 7747.82)
4497: (x,y) = (1425.95, 7803.67)
4498: (x,y) = (1540.78, 7759.59)
4499: (x,y) = (1425.2, 7717.52)
4500: (x,y) = (1339.76, 7806)
4501: (x,y) = (1361.12, 7927.13)
4502: (x,y) = (1337.65, 7806.39)
4503: (x,y) = (1419.95, 7714.98)
4504: (x,y) = (1309.4, 7768.9)
4505: (x,y) = (1215.18, 7847.96)
4506: (x,y) = (1269.1, 7958.51)
4507: (x,y) = (1158.54, 7904.6)
4508: (x,y) = (1277.89, 7934.35)
4509: (x,y) = (1182.3, 8011.76)
4510: (x,y) = (1110, 8111.27)
4511: (x,y) = (1233, 8111.27)
4512: (x,y) = (1119.78, 8159.33)
4513: (x,y) = (1083.82, 8276.95)
4514: (x,y) = (975.218, 8219.21)
4515: (x,y) = (1098.05, 8225.64)
4516: (x,y) = (1198.81, 8296.19)
4517: (x,y) = (1103.22, 8373.6)
4518: (x,y) = (1225.75, 8384.32)
4519: (x,y) = (1181.67, 8499.15)
4520: (x,y) = (1104.26, 8403.56)
4521: (x,y) = (1076.59, 8283.72)
4522: (x,y) = (1046.84, 8164.37)
4523: (x,y) = (1108.34, 8270.89)
4524: (x,y) = (989.529, 8239.06)
4525: (x,y) = (877.163, 8289.08)
4526: (x,y) = (785.756, 8371.39)
4527: (x,y) = (905.603, 8343.72)
4528: (x,y) = (853.621, 8232.24)
4529: (x,y) = (731.818, 8215.12)
4530: (x,y) = (765.722, 8333.36)
4531: (x,y) = (657.119, 8275.61)
4532: (x,y) = (561.53, 8198.21)
4533: (x,y) = (449.164, 8248.24)
4534: (x,y) = (503.084, 8137.68)
4535: (x,y) = (388.253, 8181.76)
4536: (x,y) = (268.907, 8152.01)
4537: (x,y) = (306.916, 8268.99)
4538: (x,y) = (256.887, 8156.62)
4539: (x,y) = (332.614, 8253.55)
4540: (x,y) = (414.917, 8344.95)
4541: (x,y) = (456.985, 8229.37)
4542: (x,y) = (561.295, 8294.55)
4543: (x,y) = (438.763, 8305.27)
4544: (x,y) = (558.611, 8277.6)
4545: (x,y) = (667.213, 8335.35)
4546: (x,y) = (781.257, 8381.42)
4547: (x,y) = (705.531, 8478.35)
4548: (x,y) = (604.775, 8548.9)
4549: (x,y) = (660.616, 8658.49)
4550: (x,y) = (667.053, 8781.32)
4551: (x,y) = (688.412, 8902.46)
4552: (x,y) = (568.564, 8874.79)
4553: (x,y) = (445.583, 8876.93)
4554: (x,y) = (483.592, 8993.91)
4555: (x,y) = (601.827, 9027.82)
4556: (x,y) = (618.946, 9149.62)
4557: (x,y) = (687.726, 9047.65)
4558: (x,y) = (807.073, 9077.4)
4559: (x,y) = (914.651, 9137.04)
4560: (x,y) = (1037.48, 9143.47)
4561: (x,y) = (1018.24, 9021.99)
4562: (x,y) = (1140.04, 9039.11)
4563: (x,y) = (1084.2, 9148.7)
4564: (x,y) = (966.578, 9184.66)
4565: (x,y) = (941.004, 9304.97)
4566: (x,y) = (945.297, 9182.05)
4567: (x,y) = (852.468, 9262.74)
4568: (x,y) = (966.511, 9216.67)
4569: (x,y) = (994.18, 9096.82)
4570: (x,y) = (1109.76, 9054.75)
4571: (x,y) = (1032.36, 9150.34)
4572: (x,y) = (1153.84, 9131.1)
4573: (x,y) = (1046.26, 9190.73)
4574: (x,y) = (1100.18, 9301.28)
4575: (x,y) = (1142.25, 9416.86)
4576: (x,y) = (1216.27, 9318.63)
4577: (x,y) = (1188.61, 9438.48)
4578: (x,y) = (1097.2, 9356.18)
4579: (x,y) = (1080.08, 9234.37)
4580: (x,y) = (1180.84, 9163.82)
4581: (x,y) = (1159.48, 9042.69)
4582: (x,y) = (1195.44, 9160.32)
4583: (x,y) = (1137.69, 9051.72)
4584: (x,y) = (1124.84, 8929.39)
4585: (x,y) = (1238.88, 8883.31)
4586: (x,y) = (1296.63, 8991.92)
4587: (x,y) = (1402.06, 9055.26)
4588: (x,y) = (1382.82, 9176.75)
4589: (x,y) = (1319.47, 9282.18)
4590: (x,y) = (1248.92, 9181.43)
4591: (x,y) = (1130.11, 9149.59)
4592: (x,y) = (1115.12, 9027.51)
4593: (x,y) = (1192.52, 9123.1)
4594: (x,y) = (1224.36, 9004.29)
4595: (x,y) = (1140.47, 9094.25)
4596: (x,y) = (1254.52, 9140.32)
4597: (x,y) = (1377.52, 9140.32)
4598: (x,y) = (1259.89, 9104.36)
4599: (x,y) = (1191.11, 9206.33)
4600: (x,y) = (1071.26, 9178.66)
4601: (x,y) = (1127.1, 9288.26)
4602: (x,y) = (1007.76, 9258.5)
4603: (x,y) = (1123.34, 9300.57)
4604: (x,y) = (1017.91, 9237.22)
4605: (x,y) = (1017.91, 9114.22)
4606: (x,y) = (1015.76, 8991.24)
4607: (x,y) = (892.762, 8991.24)
4608: (x,y) = (956.111, 8885.81)
4609: (x,y) = (850.68, 8822.46)
4610: (x,y) = (906.521, 8712.86)
4611: (x,y) = (996.477, 8796.75)
4612: (x,y) = (981.487, 8918.83)
4613: (x,y) = (912.706, 8816.86)
4614: (x,y) = (998.149, 8728.38)
4615: (x,y) = (876.066, 8743.37)
4616: (x,y) = (772.91, 8810.36)
4617: (x,y) = (818.986, 8924.41)
4618: (x,y) = (936.612, 8888.44)
4619: (x,y) = (974.621, 9005.42)
4620: (x,y) = (1020.7, 8891.38)
4621: (x,y) = (933.723, 8978.35)
4622: (x,y) = (927.286, 8855.52)
4623: (x,y) = (805.483, 8872.64)
4624: (x,y) = (742.133, 8978.07)
4625: (x,y) = (836.357, 9057.14)
4626: (x,y) = (840.649, 9180.06)
4627: (x,y) = (874.553, 9298.3)
4628: (x,y) = (853.194, 9177.16)
4629: (x,y) = (732.882, 9151.59)
4630: (x,y) = (831.114, 9225.61)
4631: (x,y) = (738.285, 9306.31)
4632: (x,y) = (778.33, 9190.01)
4633: (x,y) = (706.032, 9090.5)
4634: (x,y) = (584.901, 9111.86)
4635: (x,y) = (683.133, 9185.88)
4636: (x,y) = (744.633, 9292.4)
4637: (x,y) = (859.463, 9336.48)
4638: (x,y) = (863.756, 9213.56)
4639: (x,y) = (863.756, 9336.56)
4640: (x,y) = (930.747, 9439.72)
4641: (x,y) = (1044.79, 9393.64)
4642: (x,y) = (954.834, 9309.75)
4643: (x,y) = (834.986, 9282.08)
4644: (x,y) = (766.205, 9384.06)
4645: (x,y) = (757.625, 9506.76)
4646: (x,y) = (874.605, 9544.77)
4647: (x,y) = (993.414, 9512.93)
4648: (x,y) = (902.007, 9595.23)
4649: (x,y) = (795.486, 9533.73)
4650: (x,y) = (853.231, 9642.34)
4651: (x,y) = (868.221, 9764.42)
4652: (x,y) = (981.443, 9812.48)
4653: (x,y) = (1102.93, 9831.72)
4654: (x,y) = (1062.88, 9715.42)
4655: (x,y) = (954.282, 9773.17)
4656: (x,y) = (1059.71, 9709.82)
4657: (x,y) = (1093.62, 9828.05)
4658: (x,y) = (971.29, 9815.2)
4659: (x,y) = (969.144, 9938.18)
4660: (x,y) = (966.997, 9815.2)
4661: (x,y) = (850.698, 9775.15)
4662: (x,y) = (933.001, 9866.56)
4663: (x,y) = (1045.37, 9916.59)
4664: (x,y) = (1129.25, 9826.63)
4665: (x,y) = (1093.29, 9709)
4666: (x,y) = (1214.78, 9728.25)
4667: (x,y) = (1146, 9830.22)
4668: (x,y) = (1265.34, 9800.46)
4669: (x,y) = (1209.5, 9910.05)
4670: (x,y) = (1327.13, 9946.02)
4671: (x,y) = (1312.14, 9823.93)
4672: (x,y) = (1264.08, 9710.71)
4673: (x,y) = (1141.75, 9697.85)
4674: (x,y) = (1131.03, 9820.39)
4675: (x,y) = (1235.34, 9755.21)
4676: (x,y) = (1355.19, 9782.87)
4677: (x,y) = (1260.97, 9703.81)
4678: (x,y) = (1168.14, 9784.51)
4679: (x,y) = (1271.29, 9717.52)
4680: (x,y) = (1393.99, 9726.1)
4681: (x,y) = (1406.85, 9603.77)
4682: (x,y) = (1430.32, 9483.03)
4683: (x,y) = (1549.13, 9451.2)
4684: (x,y) = (1515.22, 9569.43)
4685: (x,y) = (1582.22, 9672.59)
4686: (x,y) = (1616.12, 9554.35)
4687: (x,y) = (1501.29, 9598.43)
4688: (x,y) = (1606.72, 9661.78)
4689: (x,y) = (1656.75, 9774.15)
4690: (x,y) = (1779.67, 9778.44)
4691: (x,y) = (1901.48, 9761.32)
4692: (x,y) = (1827.45, 9663.09)
4693: (x,y) = (1705.37, 9678.08)
4694: (x,y) = (1711.81, 9800.91)
4695: (x,y) = (1611.05, 9871.46)
4696: (x,y) = (1510.3, 9942.01)
4697: (x,y) = (1633.3, 9942.01)
4698: (x,y) = (1705.59, 9842.5)
4699: (x,y) = (1599.07, 9781)
4700: (x,y) = (1543.23, 9890.59)
4701: (x,y) = (1534.65, 10013.3)
4702: (x,y) = (1523.93, 10135.8)
4703: (x,y) = (1483.89, 10019.5)
4704: (x,y) = (1576.72, 9938.83)
4705: (x,y) = (1522.8, 9828.28)
4706: (x,y) = (1432.84, 9912.17)
4707: (x,y) = (1505.14, 10011.7)
4708: (x,y) = (1447.39, 10120.3)
4709: (x,y) = (1335.03, 10170.3)
4710: (x,y) = (1233.05, 10239.1)
4711: (x,y) = (1122.5, 10185.2)
4712: (x,y) = (1070.52, 10296.6)
4713: (x,y) = (947.69, 10303.1)
4714: (x,y) = (1029.99, 10394.5)
4715: (x,y) = (1065.95, 10512.1)
4716: (x,y) = (1183.58, 10476.2)
4717: (x,y) = (1143.53, 10592.5)
4718: (x,y) = (1254.09, 10646.4)
4719: (x,y) = (1376.41, 10633.5)
4720: (x,y) = (1466.37, 10717.4)
4721: (x,y) = (1588.17, 10734.5)
4722: (x,y) = (1468.32, 10706.8)
4723: (x,y) = (1493.9, 10586.5)
4724: (x,y) = (1607.12, 10538.5)
4725: (x,y) = (1515.71, 10620.8)
4726: (x,y) = (1573.46, 10512.2)
4727: (x,y) = (1677.77, 10447)
4728: (x,y) = (1618.14, 10339.4)
4729: (x,y) = (1495.21, 10343.7)
4730: (x,y) = (1609.26, 10297.6)
4731: (x,y) = (1507.28, 10228.9)
4732: (x,y) = (1471.32, 10111.2)
4733: (x,y) = (1460.6, 10233.8)
4734: (x,y) = (1568.18, 10174.1)
4735: (x,y) = (1471.25, 10249.9)
4736: (x,y) = (1511.3, 10133.6)
4737: (x,y) = (1630.11, 10165.4)
4738: (x,y) = (1733.26, 10098.4)
4739: (x,y) = (1792.9, 10206)
4740: (x,y) = (1735.15, 10314.6)
4741: (x,y) = (1775.2, 10430.9)
4742: (x,y) = (1664.64, 10484.8)
4743: (x,y) = (1632.81, 10366)
4744: (x,y) = (1682.84, 10253.6)
4745: (x,y) = (1742.47, 10146)
4746: (x,y) = (1818.2, 10049.1)
4747: (x,y) = (1794.73, 9928.38)
4748: (x,y) = (1673.24, 9909.14)
4749: (x,y) = (1673.24, 9786.14)
4750: (x,y) = (1550.41, 9779.7)
4751: (x,y) = (1662.78, 9829.73)
4752: (x,y) = (1741.84, 9735.51)
4753: (x,y) = (1849.42, 9675.88)
4754: (x,y) = (1889.46, 9792.18)
4755: (x,y) = (2011.26, 9809.29)
4756: (x,y) = (2009.12, 9932.27)
4757: (x,y) = (2096.09, 10019.2)
4758: (x,y) = (2164.87, 10121.2)
4759: (x,y) = (2043.07, 10104.1)
4760: (x,y) = (1923.22, 10076.4)
4761: (x,y) = (1899.75, 10197.2)
4762: (x,y) = (1817.45, 10105.8)
4763: (x,y) = (1920.61, 10172.8)
4764: (x,y) = (1850.06, 10072)
4765: (x,y) = (1728.93, 10093.4)
4766: (x,y) = (1646.62, 10184.8)
4767: (x,y) = (1524.09, 10174)
4768: (x,y) = (1638.13, 10220.1)
4769: (x,y) = (1532.7, 10283.5)
4770: (x,y) = (1605, 10383)
4771: (x,y) = (1634.76, 10263.6)
4772: (x,y) = (1662.43, 10383.5)
4773: (x,y) = (1760.66, 10457.5)
4774: (x,y) = (1686.63, 10359.3)
4775: (x,y) = (1565.89, 10382.7)
4776: (x,y) = (1546.65, 10261.3)
4777: (x,y) = (1669.65, 10261.3)
4778: (x,y) = (1792.18, 10272)
4779: (x,y) = (1830.19, 10389)
4780: (x,y) = (1711.96, 10355.1)
4781: (x,y) = (1588.96, 10355.1)
4782: (x,y) = (1654.14, 10250.7)
4783: (x,y) = (1756.11, 10319.5)
4784: (x,y) = (1773.23, 10197.7)
4785: (x,y) = (1717.39, 10307.3)
4786: (x,y) = (1595.9, 10326.6)
4787: (x,y) = (1717.03, 10347.9)
4788: (x,y) = (1655.53, 10454.4)
4789: (x,y) = (1679, 10575.2)
4790: (x,y) = (1615.65, 10680.6)
4791: (x,y) = (1550.47, 10576.3)
4792: (x,y) = (1429.73, 10599.8)
4793: (x,y) = (1448.97, 10478.3)
4794: (x,y) = (1369.91, 10384.1)
4795: (x,y) = (1393.38, 10263.3)
4796: (x,y) = (1408.37, 10141.2)
4797: (x,y) = (1406.22, 10018.3)
4798: (x,y) = (1433.89, 9898.41)
4799: (x,y) = (1448.88, 10020.5)
4800: (x,y) = (1557.49, 9962.75)
4801: (x,y) = (1618.99, 9856.22)
4802: (x,y) = (1608.27, 9733.69)
4803: (x,y) = (1669.77, 9627.17)
4804: (x,y) = (1650.52, 9748.66)
4805: (x,y) = (1770.37, 9776.33)
4806: (x,y) = (1875.8, 9839.68)
4807: (x,y) = (1757.57, 9805.77)
4808: (x,y) = (1797.61, 9689.47)
4809: (x,y) = (1676.87, 9712.94)
4810: (x,y) = (1783.39, 9651.44)
4811: (x,y) = (1711.1, 9750.95)
4812: (x,y) = (1706.8, 9628.03)
4813: (x,y) = (1715.38, 9750.73)
4814: (x,y) = (1652.03, 9645.3)
4815: (x,y) = (1773.17, 9623.94)
4816: (x,y) = (1848.89, 9527.01)
4817: (x,y) = (1948.4, 9454.71)
4818: (x,y) = (1992.48, 9569.55)
4819: (x,y) = (2073.18, 9662.37)
4820: (x,y) = (2194.66, 9681.62)
4821: (x,y) = (2316.46, 9664.5)
4822: (x,y) = (2272.38, 9779.33)
4823: (x,y) = (2268.09, 9902.25)
4824: (x,y) = (2153.26, 9858.17)
4825: (x,y) = (2030.43, 9864.61)
4826: (x,y) = (2142.8, 9814.58)
4827: (x,y) = (2054.32, 9900.03)
4828: (x,y) = (2086.15, 9781.22)
4829: (x,y) = (1999.18, 9694.24)
4830: (x,y) = (2005.62, 9817.07)
4831: (x,y) = (2051.69, 9931.12)
4832: (x,y) = (2097.77, 10045.2)
4833: (x,y) = (1987.22, 9991.24)
4834: (x,y) = (1937.19, 9878.88)
4835: (x,y) = (2025.67, 9964.32)
4836: (x,y) = (2119.89, 9885.26)
4837: (x,y) = (2045.87, 9787.02)
4838: (x,y) = (1965.17, 9694.19)
4839: (x,y) = (2077.54, 9744.22)
4840: (x,y) = (2001.81, 9841.15)
4841: (x,y) = (2118.79, 9803.14)
4842: (x,y) = (2097.43, 9924.27)
4843: (x,y) = (2151.35, 9813.72)
4844: (x,y) = (2241.31, 9729.83)
4845: (x,y) = (2127.27, 9775.91)
4846: (x,y) = (2004.43, 9782.35)
4847: (x,y) = (2110.96, 9843.85)
4848: (x,y) = (2117.39, 9721.02)
4849: (x,y) = (1996.65, 9744.48)
4850: (x,y) = (1874.33, 9757.34)
4851: (x,y) = (1780.1, 9678.28)
4852: (x,y) = (1792.96, 9800.61)
4853: (x,y) = (1731.46, 9907.13)
4854: (x,y) = (1824.29, 9826.43)
4855: (x,y) = (1762.79, 9719.91)
4856: (x,y) = (1653.2, 9775.75)
4857: (x,y) = (1651.05, 9898.73)
4858: (x,y) = (1758.63, 9839.1)
4859: (x,y) = (1639.28, 9868.86)
4860: (x,y) = (1524.45, 9824.78)
4861: (x,y) = (1405.1, 9854.53)
4862: (x,y) = (1297.53, 9794.9)
4863: (x,y) = (1174.54, 9792.76)
4864: (x,y) = (1114.91, 9900.33)
4865: (x,y) = (1226.39, 9952.32)
4866: (x,y) = (1202.92, 10073.1)
4867: (x,y) = (1108.7, 10152.1)
4868: (x,y) = (985.695, 10152.1)
4869: (x,y) = (974.975, 10274.7)
4870: (x,y) = (1097.51, 10263.9)
4871: (x,y) = (1006.1, 10181.6)
4872: (x,y) = (913.271, 10262.3)
4873: (x,y) = (853.64, 10369.9)
4874: (x,y) = (945.046, 10452.2)
4875: (x,y) = (942.9, 10575.2)
4876: (x,y) = (994.882, 10463.7)
4877: (x,y) = (1028.79, 10581.9)
4878: (x,y) = (925.629, 10515)
4879: (x,y) = (908.51, 10636.8)
4880: (x,y) = (868.466, 10520.5)
4881: (x,y) = (956.944, 10605.9)
4882: (x,y) = (1048.35, 10523.6)
4883: (x,y) = (992.51, 10414)
4884: (x,y) = (1112.36, 10386.3)
4885: (x,y) = (1234.44, 10401.3)
4886: (x,y) = (1196.43, 10284.3)
4887: (x,y) = (1154.36, 10168.8)
4888: (x,y) = (1104.33, 10281.1)
4889: (x,y) = (1212.94, 10338.9)
4890: (x,y) = (1168.86, 10453.7)
4891: (x,y) = (1141.19, 10333.9)
4892: (x,y) = (1261.04, 10306.2)
4893: (x,y) = (1309.1, 10419.4)
4894: (x,y) = (1189.25, 10391.7)
4895: (x,y) = (1170.01, 10270.3)
4896: (x,y) = (1101.23, 10372.2)
4897: (x,y) = (1221.07, 10399.9)
4898: (x,y) = (1227.51, 10522.7)
4899: (x,y) = (1133.29, 10601.8)
4900: (x,y) = (1085.23, 10488.6)
4901: (x,y) = (1203.46, 10454.7)
4902: (x,y) = (1157.39, 10340.6)
4903: (x,y) = (1133.92, 10461.4)
4904: (x,y) = (1023.37, 10515.3)
4905: (x,y) = (999.896, 10394.5)
4906: (x,y) = (1077.3, 10299)
4907: (x,y) = (1079.45, 10421.9)
4908: (x,y) = (957.123, 10409.1)
4909: (x,y) = (853.967, 10476.1)
4910: (x,y) = (945.373, 10558.4)
4911: (x,y) = (1027.68, 10467)
4912: (x,y) = (904.677, 10467)
4913: (x,y) = (948.756, 10581.8)
4914: (x,y) = (978.512, 10701.1)
4915: (x,y) = (868.918, 10645.3)
4916: (x,y) = (798.368, 10746.1)
4917: (x,y) = (676.565, 10763.2)
4918: (x,y) = (689.422, 10885.5)
4919: (x,y) = (645.343, 10770.7)
4920: (x,y) = (755.895, 10824.6)
4921: (x,y) = (797.963, 10940.2)
4922: (x,y) = (887.92, 11024.1)
4923: (x,y) = (817.37, 10923.3)
4924: (x,y) = (938.501, 10944.7)
4925: (x,y) = (841.576, 10868.9)
4926: (x,y) = (791.547, 10756.6)
4927: (x,y) = (891.056, 10684.3)
4928: (x,y) = (963.354, 10584.8)
4929: (x,y) = (869.131, 10663.8)
4930: (x,y) = (750.895, 10629.9)
4931: (x,y) = (782.73, 10511.1)
4932: (x,y) = (875.559, 10591.8)
4933: (x,y) = (752.559, 10591.8)
4934: (x,y) = (796.639, 10706.6)
4935: (x,y) = (693.482, 10639.6)
4936: (x,y) = (591.511, 10570.9)
4937: (x,y) = (469.708, 10588)
4938: (x,y) = (513.787, 10702.8)
4939: (x,y) = (436.38, 10798.4)
4940: (x,y) = (555.727, 10828.2)
4941: (x,y) = (496.095, 10720.6)
4942: (x,y) = (613.721, 10756.5)
4943: (x,y) = (516.795, 10680.8)
4944: (x,y) = (403.573, 10632.8)
4945: (x,y) = (465.073, 10739.3)
4946: (x,y) = (405.442, 10631.7)
4947: (x,y) = (282.91, 10642.4)
4948: (x,y) = (175.332, 10582.8)
4949: (x,y) = (215.376, 10466.5)
4950: (x,y) = (267.359, 10355)
4951: (x,y) = (171.77, 10432.4)
4952: (x,y) = (249.176, 10528)
4953: (x,y) = (367.985, 10559.8)
4954: (x,y) = (421.904, 10449.3)
4955: (x,y) = (495.928, 10351.1)
4956: (x,y) = (573.334, 10255.5)
4957: (x,y) = (676.491, 10322.5)
4958: (x,y) = (567.888, 10380.2)
4959: (x,y) = (462.456, 10316.9)
4960: (x,y) = (583.197, 10340.3)
4961: (x,y) = (593.917, 10462.9)
4962: (x,y) = (488.485, 10399.5)
4963: (x,y) = (462.912, 10519.8)
4964: (x,y) = (343.566, 10490.1)
4965: (x,y) = (250.736, 10570.8)
4966: (x,y) = (223.067, 10450.9)
4967: (x,y) = (106.769, 10410.9)
4968: (x,y) = (26.0734, 10318)
4969: (x,y) = (108.376, 10409.4)
4970: (x,y) = (127.618, 10530.9)
4971: (x,y) = (217.574, 10614.8)
4972: (x,y) = (95.7714, 10597.7)
4973: (x,y) = (91.4788, 10720.6)
4974: (x,y) = (93.6254, 10843.6)
4975: (x,y) = (112.867, 10722.1)
4976: (x,y) = (205.696, 10641.4)
4977: (x,y) = (243.705, 10524.4)
4978: (x,y) = (275.54, 10405.6)
4979: (x,y) = (156.731, 10373.8)
4980: (x,y) = (269.953, 10325.7)
4981: (x,y) = (358.432, 10240.3)
4982: (x,y) = (267.025, 10158)
4983: (x,y) = (386.372, 10187.8)
4984: (x,y) = (267.563, 10155.9)
4985: (x,y) = (237.806, 10275.3)
4986: (x,y) = (336.038, 10349.3)
4987: (x,y) = (408.336, 10249.8)
4988: (x,y) = (316.929, 10167.5)
4989: (x,y) = (387.479, 10066.7)
4990: (x,y) = (505.105, 10102.7)
4991: (x,y) = (477.436, 9982.83)
4992: (x,y) = (460.317, 9861.03)
4993: (x,y) = (577.943, 9825.07)
4994: (x,y) = (693.525, 9867.14)
4995: (x,y) = (570.694, 9860.7)
4996: (x,y) = (581.414, 9738.17)
4997: (x,y) = (671.37, 9654.28)
4998: (x,y) = (600.82, 9755.04)
4999: (x,y) = (528.523, 9655.53)
5000: (x,y) = (599.073, 9554.77)
5001: (x,y) = (476.372, 9546.19)
5002: (x,y) = (413.023, 9651.62)
5003: (x,y) = (534.826, 9668.74)
5004: (x,y) = (568.729, 9786.98)
5005: (x,y) = (583.719, 9909.06)
5006: (x,y) = (503.024, 10001.9)
5007: (x,y) = (615.39, 10051.9)
5008: (x,y) = (725.941, 10105.8)
5009: (x,y) = (842.921, 10143.8)
5010: (x,y) = (728.091, 10187.9)
5011: (x,y) = (803.817, 10091)
5012: (x,y) = (865.317, 9984.48)
5013: (x,y) = (823.249, 10100.1)
5014: (x,y) = (749.226, 10001.8)
5015: (x,y) = (665.34, 10091.8)
5016: (x,y) = (764.849, 10019.5)
5017: (x,y) = (820.69, 9909.89)
5018: (x,y) = (936.989, 9949.94)
5019: (x,y) = (1032.58, 10027.3)
5020: (x,y) = (950.274, 9935.94)
5021: (x,y) = (975.848, 9815.63)
5022: (x,y) = (873.876, 9746.85)
5023: (x,y) = (890.994, 9625.04)
5024: (x,y) = (857.091, 9743.28)
5025: (x,y) = (966.685, 9799.12)
5026: (x,y) = (1089.67, 9801.27)
5027: (x,y) = (1211.15, 9820.51)
5028: (x,y) = (1219.73, 9697.81)
5029: (x,y) = (1290.28, 9597.05)
5030: (x,y) = (1412.08, 9614.17)
5031: (x,y) = (1462.11, 9501.8)
5032: (x,y) = (1500.12, 9618.78)
5033: (x,y) = (1387.76, 9568.75)
5034: (x,y) = (1328.12, 9676.33)
5035: (x,y) = (1211.83, 9636.29)
5036: (x,y) = (1102.23, 9692.13)
5037: (x,y) = (1058.15, 9806.96)
5038: (x,y) = (1169.63, 9754.98)
5039: (x,y) = (1115.71, 9644.42)
5040: (x,y) = (1063.73, 9755.9)
5041: (x,y) = (1174.28, 9809.82)
5042: (x,y) = (1241.27, 9706.66)
5043: (x,y) = (1126.44, 9662.58)
5044: (x,y) = (1135.02, 9539.88)
5045: (x,y) = (1075.39, 9647.46)
5046: (x,y) = (1077.53, 9524.48)
5047: (x,y) = (957.686, 9496.81)
5048: (x,y) = (853.376, 9561.99)
5049: (x,y) = (859.814, 9439.16)
5050: (x,y) = (940.509, 9531.99)
5051: (x,y) = (1042.48, 9600.77)
5052: (x,y) = (1048.92, 9723.6)
5053: (x,y) = (936.552, 9773.63)
5054: (x,y) = (1047.1, 9827.55)
5055: (x,y) = (991.263, 9717.96)
5056: (x,y) = (980.542, 9595.42)
5057: (x,y) = (870.949, 9651.27)
5058: (x,y) = (924.868, 9540.71)
5059: (x,y) = (803.383, 9559.96)
5060: (x,y) = (687.8, 9517.89)
5061: (x,y) = (809.603, 9535.01)
5062: (x,y) = (690.795, 9503.17)
5063: (x,y) = (572.559, 9537.07)
5064: (x,y) = (648.286, 9634)
5065: (x,y) = (529.477, 9602.16)
5066: (x,y) = (516.62, 9724.49)
5067: (x,y) = (585.401, 9826.46)
5068: (x,y) = (513.103, 9726.95)
5069: (x,y) = (631.912, 9695.12)
5070: (x,y) = (593.903, 9812.1)
5071: (x,y) = (591.756, 9935.08)
5072: (x,y) = (481.204, 9989)
5073: (x,y) = (451.448, 10108.3)
5074: (x,y) = (340.896, 10054.4)
5075: (x,y) = (283.151, 9945.82)
5076: (x,y) = (263.91, 10067.3)
5077: (x,y) = (386.236, 10080.2)
5078: (x,y) = (299.262, 9993.19)
5079: (x,y) = (333.165, 10111.4)
5080: (x,y) = (433.921, 10040.9)
5081: (x,y) = (323.369, 10094.8)
5082: (x,y) = (417.593, 10173.9)
5083: (x,y) = (432.583, 10295.9)
5084: (x,y) = (554.069, 10276.7)
5085: (x,y) = (611.814, 10385.3)
5086: (x,y) = (643.648, 10504.1)
5087: (x,y) = (677.552, 10385.9)
5088: (x,y) = (592.109, 10297.4)
5089: (x,y) = (713.912, 10280.3)
5090: (x,y) = (716.058, 10403.3)
5091: (x,y) = (658.313, 10511.9)
5092: (x,y) = (632.74, 10632.2)
5093: (x,y) = (607.167, 10511.9)
5094: (x,y) = (484.242, 10507.6)
5095: (x,y) = (362.756, 10526.8)
5096: (x,y) = (424.256, 10420.3)
5097: (x,y) = (491.247, 10317.1)
5098: (x,y) = (390.491, 10246.6)
5099: (x,y) = (403.348, 10368.9)
5100: (x,y) = (336.358, 10472.1)
5101: (x,y) = (264.06, 10571.6)
5102: (x,y) = (224.015, 10455.3)
5103: (x,y) = (340.995, 10417.3)
5104: (x,y) = (326.005, 10295.2)
5105: (x,y) = (287.996, 10412.2)
5106: (x,y) = (166.193, 10395)
5107: (x,y) = (172.63, 10517.9)
5108: (x,y) = (285.852, 10565.9)
5109: (x,y) = (393.431, 10625.6)
5110: (x,y) = (472.494, 10531.3)
